,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,country,salary
3689,53,3,809,1,8,0,3,0,1,0,0,29,38,0
3690,9,3,17966,1,8,0,13,0,1,0,0,43,38,0
3691,17,3,2811,1,8,0,2,0,1,0,32,39,38,0
3692,29,3,17172,1,8,0,2,0,1,0,0,39,38,1
3693,53,3,5740,1,8,0,0,5,0,0,0,4,38,0
3694,20,1,456,4,9,0,7,0,1,0,0,39,38,0
3695,19,5,879,4,9,1,11,4,0,0,0,34,38,0
3696,6,3,20722,3,4,2,6,2,0,0,0,39,25,0
3697,11,3,15768,1,8,0,11,0,1,0,27,39,38,0
3698,27,5,8392,4,9,0,3,0,1,0,0,49,38,1
3699,41,3,7010,1,8,1,6,1,1,53,0,29,38,0
3700,36,3,5858,4,9,0,3,0,1,0,0,59,38,1
3701,6,3,1086,4,9,0,5,0,1,0,0,39,38,0
3702,9,3,17909,1,8,2,2,1,1,0,0,39,38,0
3703,4,8,16149,4,9,0,9,0,1,0,0,39,38,0
3704,17,1,4373,2,13,1,9,1,0,0,0,49,38,0
3705,26,3,2627,3,6,0,2,0,1,0,0,39,38,0
3706,5,3,21014,4,9,2,7,2,1,0,0,19,38,0
3707,24,3,5007,4,9,0,2,0,1,91,0,49,38,1
3708,19,3,8526,1,8,0,0,0,1,0,0,39,39,0
3709,24,1,19505,4,12,0,9,5,0,0,37,19,38,0
3710,10,3,20707,1,8,2,0,1,1,69,0,39,38,0
3711,25,5,944,4,9,0,4,0,1,0,0,59,38,0
3712,10,3,5052,4,10,2,0,3,0,0,0,34,38,0
3713,24,3,5176,1,8,1,10,3,1,0,0,39,38,0
3714,15,3,19804,4,12,0,3,2,0,0,0,39,2,1
3715,4,3,19563,4,9,2,0,3,1,0,0,19,38,0
3716,27,3,17781,4,12,0,3,0,1,0,0,49,38,1
3717,12,3,12106,4,12,2,3,3,1,0,0,39,38,0
3718,2,5,13367,4,9,2,7,3,0,0,0,21,38,0
3719,4,1,21515,4,9,2,0,3,1,0,0,39,12,0
3720,29,3,1862,1,8,0,13,0,1,0,0,39,38,0
3721,21,3,4911,4,12,0,3,0,1,0,0,54,38,1
3722,26,3,7528,4,9,2,0,4,1,0,0,47,38,1
3723,37,4,9977,1,8,0,11,0,1,0,0,49,38,1
3724,21,3,15348,2,13,0,3,0,1,0,50,59,38,1
3725,1,8,18174,4,9,2,9,3,1,0,0,39,38,0
3726,33,3,14207,1,8,0,0,5,0,0,0,39,38,1
3727,13,3,3686,4,10,0,9,5,0,0,0,35,38,1
3728,13,3,7881,3,4,0,2,0,1,0,0,39,38,0
3729,11,1,162,1,8,2,3,4,0,0,0,34,38,0
3730,9,3,4647,4,10,2,0,1,0,0,0,44,38,0
3731,20,0,13038,4,9,0,2,0,1,0,0,42,38,0
3732,15,3,4512,1,8,0,6,0,1,79,0,49,38,1
3733,47,6,16845,2,13,0,9,5,0,0,0,4,38,1
3734,1,3,7653,1,8,2,11,3,0,0,0,27,38,0
3735,13,3,6023,4,9,0,0,0,1,0,0,29,38,0
3736,19,8,1701,4,10,0,9,5,0,64,0,7,38,0
3737,1,3,12062,3,6,2,7,2,1,0,0,29,38,0
3738,10,3,21506,1,8,0,2,0,1,0,0,39,38,0
3739,32,3,5182,3,4,0,7,0,1,0,0,39,38,0
3740,29,6,14547,1,8,0,7,0,1,0,0,42,38,1
3741,20,3,11102,1,8,0,0,0,1,0,0,39,38,0
3742,13,3,9778,4,9,1,13,1,1,0,0,39,38,0
3743,12,3,466,1,8,1,9,1,0,0,0,29,10,0
3744,5,8,21377,1,8,2,9,3,1,0,0,39,25,0
3745,8,5,11539,1,8,0,4,0,1,0,0,29,38,0
3746,21,3,18107,1,8,1,8,4,0,0,0,29,38,0
3747,15,8,21552,4,12,1,9,4,0,0,0,39,38,0
3748,18,3,19224,4,9,0,2,0,1,0,0,49,38,0
3749,39,3,18810,2,13,0,0,0,1,0,0,76,38,1
3750,12,3,9836,4,9,1,3,1,0,0,0,39,38,0
3751,24,3,5565,1,8,0,12,0,1,0,0,39,38,0
3752,30,3,7191,1,8,0,6,0,1,0,0,39,38,0
3753,6,3,8732,4,12,2,0,1,0,0,0,39,38,0
3754,29,5,15467,4,12,0,11,0,1,0,0,44,38,1
3755,11,1,8114,1,8,2,10,2,1,0,45,39,38,0
3756,22,3,9318,4,12,1,0,4,0,0,0,19,38,0
3757,25,5,19565,4,9,0,4,5,0,0,0,49,38,0
3758,22,3,638,1,8,0,13,0,1,91,0,47,38,1
3759,51,8,12376,3,3,0,9,0,1,0,0,29,38,0
3760,20,4,17951,4,12,0,2,0,1,108,0,54,38,1
3761,40,3,9463,2,14,2,9,1,0,0,0,39,38,0
3762,5,3,20112,4,9,2,7,1,0,0,0,29,38,0
3763,7,3,76,4,10,2,0,1,1,0,0,29,38,1
3764,2,3,12998,4,9,2,5,3,1,0,0,49,38,0
3765,38,3,9595,4,11,1,11,4,0,0,0,29,38,0
3766,20,1,16843,1,8,0,10,0,1,0,0,39,38,0
3767,20,1,15906,4,9,2,0,4,0,0,0,39,38,0
3768,11,3,13570,4,12,0,7,0,1,0,0,49,38,0
3769,10,3,11328,1,8,2,7,1,0,0,0,39,38,0
3770,23,6,5557,4,12,2,9,4,0,0,0,19,38,0
3771,34,3,12196,1,8,1,8,3,0,0,0,39,38,0
3772,35,3,4005,4,10,0,13,0,1,0,0,55,38,0
3773,57,8,3559,4,9,1,9,1,0,0,0,2,38,0
3774,32,4,19984,4,9,0,3,0,1,108,0,49,38,1
3775,3,8,373,4,9,2,9,3,0,0,0,39,38,0
3776,23,0,2664,4,9,1,0,1,0,0,0,49,38,0
3777,63,3,3138,4,9,2,9,1,1,0,41,59,38,0
3778,46,3,4981,4,9,0,10,0,1,0,0,39,38,0
3779,46,3,3600,1,8,1,13,4,1,0,0,44,38,1
3780,34,3,15521,4,9,1,0,4,0,0,0,39,38,0
3781,6,3,12835,1,8,2,0,1,0,0,0,39,38,0
3782,49,5,13840,1,8,1,2,1,1,0,0,19,38,0
3783,16,5,6435,1,8,0,11,0,1,0,0,65,38,0
3784,32,3,11160,1,8,0,2,0,1,0,0,42,38,0
3785,3,3,15178,4,9,2,13,1,1,0,0,31,38,0
3786,16,4,5411,4,11,0,3,0,1,0,46,59,38,1
3787,9,3,2702,4,9,0,10,0,1,0,0,39,38,0
3788,35,3,8876,1,8,0,3,0,1,0,0,49,38,1
3789,16,3,9549,4,12,0,3,0,1,0,0,49,38,1
3790,30,3,7034,4,12,1,11,1,1,0,0,44,38,0
3791,6,3,16150,1,8,2,3,3,1,0,0,72,38,0
3792,36,0,5398,4,11,0,0,0,1,0,0,39,38,0
3793,2,3,1634,4,9,2,7,3,1,0,0,19,38,0
3794,9,0,3558,4,9,2,2,1,1,53,0,39,38,0
3795,36,3,6806,3,3,0,13,0,1,0,0,59,38,1
3796,48,3,9334,1,8,2,6,1,1,0,0,9,38,0
3797,51,3,19368,4,12,0,13,0,1,0,0,29,38,0
3798,13,3,21332,3,5,2,11,2,1,0,0,17,12,0
3799,11,3,6514,3,6,0,2,0,1,0,0,44,38,0
3800,37,1,6707,3,5,0,10,0,1,0,0,44,38,0
3801,13,3,822,1,8,2,7,3,1,0,0,9,38,0
3802,5,3,12526,4,9,2,0,3,1,0,0,49,38,0
3803,8,3,14405,1,8,2,7,3,1,0,0,29,38,0
3804,2,3,16759,3,6,2,7,2,1,0,0,19,38,0
3805,2,8,20895,4,9,2,9,3,0,0,0,34,38,0
3806,15,0,4835,2,14,0,9,0,1,0,0,39,38,1
3807,6,3,12098,4,12,2,3,3,0,0,0,39,38,0
3808,34,1,20857,4,12,0,9,0,1,0,0,44,38,0
3809,8,3,12497,4,9,0,11,0,1,0,0,43,38,1
3810,29,1,16327,4,12,2,9,1,0,0,0,39,38,0
3811,21,3,13361,4,9,1,12,4,0,0,0,49,38,0
3812,9,6,2373,1,8,0,10,0,1,0,0,39,38,1
3813,29,3,12859,1,8,1,9,1,0,0,0,39,38,0
3814,8,3,13644,4,12,2,9,1,0,0,0,39,38,0
3815,3,3,12372,4,9,2,7,3,0,3,0,15,38,0
3816,12,1,9970,2,13,0,9,2,1,0,0,34,38,0
3817,34,4,18396,2,13,0,3,0,1,0,0,49,38,1
3818,23,3,10629,4,9,0,2,0,1,0,0,51,38,0
3819,7,3,12835,4,9,2,0,1,0,0,0,39,38,0
3820,7,5,939,4,12,2,4,4,1,0,0,49,38,0
3821,14,3,20544,4,10,0,7,5,0,0,0,23,25,0
3822,37,8,561,1,8,1,9,1,0,0,0,29,38,0
3823,17,3,19783,4,11,1,2,1,1,0,0,59,38,0
3824,2,3,1001,4,9,2,4,3,1,0,0,65,38,0
3825,4,3,10275,1,8,2,13,3,1,0,0,39,38,0
3826,4,3,11725,3,5,0,4,0,1,0,0,68,38,0
3827,6,3,253,4,9,0,13,0,1,0,0,23,38,0
3828,20,0,21200,4,9,2,2,1,1,0,0,39,38,0
3829,23,3,2430,2,13,0,3,0,1,0,0,45,38,1
3830,40,3,2530,1,8,0,7,0,1,0,0,29,38,0
3831,31,3,12981,4,12,0,9,0,1,0,17,39,38,1
3832,7,3,5898,3,6,0,13,0,1,0,0,39,39,0
3833,26,3,12043,4,9,0,9,0,1,0,0,39,38,0
3834,15,8,9419,4,12,2,9,1,0,0,0,19,38,0
3835,23,3,6373,1,8,2,7,1,0,0,0,39,38,0
3836,35,4,3277,2,14,0,9,0,1,118,0,34,38,1
3837,32,3,2937,1,8,1,3,1,1,0,0,39,38,0
3838,28,5,15608,4,9,0,3,0,1,51,0,39,38,0
3839,45,1,7844,1,8,2,2,1,1,0,0,39,38,0
3840,12,3,1854,4,10,0,0,0,1,0,0,39,38,0
3841,32,3,5310,1,8,1,6,4,0,0,0,39,38,0
3842,38,0,11636,4,9,1,0,4,0,0,0,39,38,0
3843,3,8,770,4,9,2,9,3,1,0,0,69,38,0
3844,20,4,6095,4,12,2,3,3,1,0,0,39,38,0
3845,26,6,12716,4,12,0,0,0,1,0,0,39,38,1
3846,12,3,1894,4,9,1,0,1,0,0,0,39,38,0
3847,27,3,4148,1,8,0,11,5,0,0,0,39,38,1
3848,11,3,17599,4,9,1,12,4,1,0,0,39,38,1
3849,21,3,18203,4,9,2,3,1,0,0,0,44,38,0
3850,28,3,628,4,10,0,11,0,1,0,50,49,38,1
3851,5,8,18427,4,9,2,9,3,1,0,0,39,38,0
3852,2,3,18445,4,9,2,7,3,0,0,0,19,38,0
3853,3,3,11623,3,7,2,7,1,1,0,0,39,38,0
3854,43,3,2963,1,8,0,5,0,1,0,0,39,38,0
3855,13,3,5343,1,8,2,11,1,0,0,0,39,38,0
3856,5,3,6334,4,9,2,0,1,1,0,0,39,38,0
3857,34,3,10414,4,9,1,11,1,0,0,0,59,38,0
3858,14,3,20231,4,12,2,9,4,0,0,0,39,38,0
3859,31,3,18735,1,8,1,3,4,0,0,0,39,38,0
3860,26,3,18013,4,12,0,11,0,1,0,46,39,38,1
3861,34,1,10036,1,8,1,13,4,1,0,0,39,38,0
3862,24,3,5719,4,10,0,12,0,1,0,44,47,38,1
3863,45,8,3499,4,10,0,9,0,1,54,0,39,38,0
3864,33,6,14992,1,8,0,2,0,1,0,0,39,38,1
3865,29,3,7201,1,8,0,11,5,0,0,0,39,38,1
3866,37,3,65,4,9,0,13,0,1,108,0,59,38,1
3867,51,3,2621,1,8,0,5,0,1,0,0,44,38,1
3868,6,5,14116,4,11,2,2,1,1,0,0,29,38,0
3869,32,3,4479,2,13,2,11,1,0,0,0,34,38,0
3870,7,3,21534,3,5,0,5,0,1,0,0,39,38,0
3871,13,1,19994,1,8,0,10,0,1,0,0,39,38,0
3872,21,3,9436,1,8,0,6,0,1,51,0,44,38,0
3873,17,3,6847,1,8,2,11,1,0,0,0,34,38,0
3874,5,3,18932,4,9,2,3,3,1,0,0,39,38,0
3875,13,3,87,3,3,1,5,1,1,0,0,39,38,0
3876,44,3,7585,3,3,0,13,0,1,0,0,30,38,0
3877,19,3,10038,1,8,1,3,4,1,0,0,39,38,0
3878,34,4,9078,4,10,0,3,0,1,0,0,39,38,0
3879,26,3,6206,3,2,0,6,5,0,0,0,39,39,1
3880,37,0,6152,4,9,0,10,0,1,0,0,47,38,1
3881,46,3,6633,1,8,1,9,1,0,0,0,24,38,0
3882,34,3,16367,4,9,0,3,0,1,0,0,39,38,1
3883,46,5,8483,3,5,0,6,0,1,0,0,39,38,0
3884,34,1,5236,2,13,0,9,0,1,0,0,59,38,1
3885,10,3,7507,1,8,1,11,3,0,0,0,34,38,0
3886,18,3,19973,4,11,0,12,0,1,0,0,39,38,1
3887,14,8,179,4,12,0,9,5,0,0,0,24,38,1
3888,29,5,592,1,8,1,2,4,1,0,0,39,38,0
3889,36,3,14770,4,10,0,2,0,1,0,0,39,38,1
3890,9,0,20525,4,9,1,0,3,1,0,0,23,38,0
3891,26,3,8550,1,8,2,6,3,1,0,0,39,38,0
3892,22,3,11839,1,8,0,11,0,1,108,0,49,38,1
3893,33,0,10189,1,8,1,9,1,1,0,23,39,38,0
3894,37,0,676,1,8,0,0,0,1,0,0,39,38,1
3895,45,8,10800,4,9,0,9,5,0,0,0,44,38,1
3896,40,6,7091,4,9,1,9,4,0,0,0,39,38,0
3897,2,8,9848,4,9,2,9,3,1,0,0,23,38,0
3898,12,1,3525,1,8,2,7,3,1,0,0,19,38,0
3899,3,3,14477,1,8,2,2,2,1,0,0,39,38,0
3900,36,3,4237,4,12,0,3,0,1,0,47,54,38,1
3901,1,8,21011,4,9,2,9,3,1,0,0,39,38,0
3902,5,8,6414,4,9,2,9,3,1,0,0,39,38,0
3903,6,3,21294,1,8,2,7,1,1,0,0,39,7,0
3904,52,3,11144,3,6,0,0,0,1,0,0,19,38,0
3905,39,3,12922,3,3,0,5,0,1,0,53,39,38,0
3906,36,1,21443,4,12,0,9,0,1,0,0,34,38,0
3907,11,3,16049,1,8,2,0,1,1,0,0,39,38,0
3908,11,3,12692,4,12,0,7,0,1,0,0,39,38,0
3909,16,4,6932,1,8,0,3,0,1,0,0,79,35,1
3910,31,3,11069,1,8,1,11,4,0,0,0,29,38,0
3911,44,3,9050,1,8,0,2,0,1,0,0,39,38,1
3912,32,3,2895,4,12,0,9,0,1,77,0,44,38,0
3913,31,3,4637,4,9,0,3,0,1,0,0,39,38,0
3914,15,3,20727,3,3,0,2,0,1,0,0,39,38,0
3915,34,3,11207,1,8,0,2,0,1,0,0,39,38,1
3916,10,8,6398,4,12,2,9,1,1,0,0,39,38,0
3917,2,3,16256,4,9,2,7,3,1,0,0,13,38,0
3918,30,3,2629,1,8,0,9,0,1,0,0,49,38,0
3919,8,3,63,4,12,2,13,3,1,0,0,59,38,0
3920,55,3,1705,4,9,0,10,0,1,0,0,39,38,0
3921,12,3,10912,3,6,1,2,1,1,0,0,39,38,0
3922,5,3,2488,1,8,2,0,3,0,0,0,39,38,0
3923,40,3,4555,1,8,0,7,0,1,0,0,47,8,0
3924,33,3,5237,4,11,0,0,0,1,0,0,59,3,0
3925,28,4,7430,4,9,0,11,0,1,0,0,29,38,0
3926,35,3,19026,4,9,1,9,1,1,0,0,39,38,1
3927,36,3,12846,2,13,0,3,0,1,0,0,47,38,1
3928,19,3,16224,1,8,0,5,0,1,0,0,47,38,0
3929,29,3,19076,1,8,0,2,0,1,0,0,39,38,1
3930,3,3,20611,1,8,2,11,3,0,0,0,19,38,0
3931,58,3,3571,3,2,1,7,4,1,0,0,9,38,0
3932,15,1,6162,1,8,0,2,0,1,0,0,39,38,1
3933,11,3,16219,1,8,0,2,0,1,0,0,39,38,0
3934,36,3,4192,2,13,1,9,1,0,0,0,39,38,0
3935,0,3,12752,3,6,2,11,3,0,0,0,34,38,0
3936,29,6,18095,4,10,1,0,4,0,0,0,37,38,0
3937,22,3,11843,4,11,1,9,1,0,0,0,29,38,0
3938,21,3,2890,4,9,1,2,4,1,0,0,39,38,0
3939,19,3,8577,1,8,0,6,0,1,0,0,59,38,0
3940,46,1,4682,4,12,2,9,1,0,0,0,20,38,0
3941,11,3,19391,3,1,0,6,0,1,0,0,42,25,0
3942,11,8,919,4,12,2,9,3,1,0,0,44,38,0
3943,32,3,20144,1,8,2,0,4,0,0,0,34,38,0
3944,26,3,20869,4,9,0,6,0,1,0,0,39,25,0
3945,21,3,367,4,12,0,3,0,1,0,0,44,38,1
3946,22,3,5340,1,8,2,12,1,1,0,0,61,8,0
3947,25,8,15657,1,8,1,9,1,0,0,0,39,38,0
3948,23,3,19360,1,8,0,3,0,1,0,0,39,38,0
3949,28,8,287,1,8,1,9,4,0,0,0,9,38,0
3950,12,8,18700,1,8,1,9,4,0,0,0,39,38,0
3951,7,0,18681,4,12,2,9,1,1,0,38,44,38,0
3952,13,3,9722,4,9,0,12,0,1,0,0,49,38,1
3953,27,3,17781,4,9,0,13,0,1,0,0,39,38,0
3954,23,3,8863,1,8,0,11,0,1,0,0,23,38,0
3955,13,3,14354,1,8,2,6,2,0,0,0,34,32,0
3956,25,3,1253,2,13,1,9,1,0,0,45,39,38,0
3957,35,5,4179,4,10,1,9,1,0,0,0,34,38,0
3958,25,3,18568,4,9,0,2,0,1,0,0,39,38,1
3959,22,3,8054,4,9,0,2,0,1,0,0,51,38,1
3960,26,3,9890,4,9,1,9,4,1,0,0,44,38,0
3961,45,5,2872,1,8,0,2,0,1,101,0,39,38,0
3962,13,3,13421,4,10,0,2,0,1,0,0,39,8,0
3963,66,8,16276,1,8,1,9,1,0,0,0,19,38,0
3964,22,3,21608,4,12,0,9,0,1,0,0,54,38,1
3965,24,3,18504,1,8,0,13,5,0,0,0,19,38,0
3966,32,3,4010,2,13,0,9,5,0,0,50,39,38,1
3967,8,3,4612,3,6,0,2,0,1,0,0,39,38,0
3968,31,3,20788,3,6,0,13,0,1,0,53,39,38,0
3969,42,8,5385,4,11,1,9,1,1,0,0,7,38,0
3970,27,6,18114,4,12,2,0,1,1,0,0,39,38,0
3971,19,3,13504,3,4,1,5,1,1,71,0,55,38,0
3972,23,3,5615,1,8,2,5,3,1,0,0,39,20,0
3973,4,3,12015,1,8,2,0,3,0,0,0,34,22,0
3974,24,3,3083,4,9,1,0,1,0,0,0,37,38,0
3975,7,3,14054,4,12,2,3,1,0,0,0,49,38,0
3976,50,5,5925,1,8,0,4,0,1,0,0,59,38,0
3977,7,3,14964,4,12,2,0,3,1,0,0,37,38,0
3978,33,5,20407,4,12,0,11,0,1,0,0,59,38,0
3979,31,3,3632,2,13,1,11,1,1,0,0,34,38,0
3980,38,8,4413,4,11,0,9,0,1,0,0,19,38,1
3981,12,3,8490,1,8,2,6,1,1,53,0,39,6,0
3982,33,3,6960,4,12,1,9,4,0,0,0,35,20,0
3983,47,6,21447,3,5,0,3,0,1,0,0,39,38,1
3984,32,3,2300,3,4,1,7,1,1,0,0,36,38,0
3985,3,3,5766,1,8,2,7,3,1,0,0,51,38,0
3986,13,3,8459,1,8,1,0,1,0,0,0,39,38,0
3987,20,3,2802,4,12,0,7,0,1,0,0,29,2,0
3988,35,3,11909,1,8,0,6,0,1,0,0,39,38,1
3989,5,3,11791,4,9,2,10,3,1,0,0,24,38,0
3990,60,8,7546,1,8,1,9,1,0,0,0,13,38,0
3991,2,6,2474,4,9,2,0,3,1,0,0,14,38,0
3992,35,3,10295,1,8,1,2,2,1,0,0,54,38,1
3993,25,3,8773,4,12,0,12,3,0,0,0,39,38,0
3994,18,3,3541,1,8,1,3,1,0,0,0,35,38,0
3995,10,3,5999,4,9,2,0,4,0,0,0,49,38,0
3996,37,6,12530,1,8,2,7,1,0,0,0,37,38,0
3997,20,3,18101,1,8,0,2,0,1,0,27,39,38,0
3998,20,3,10797,3,5,0,13,0,1,0,0,34,38,0
3999,11,3,5960,3,3,0,2,0,1,0,0,29,38,0
4000,46,3,9588,4,12,0,11,0,1,0,0,39,38,0
4001,2,3,20245,1,8,2,6,3,1,0,0,41,38,0
4002,11,3,8312,4,12,2,11,3,0,0,0,39,38,0
4003,6,8,5067,4,9,2,9,1,1,0,0,39,38,0
4004,27,3,10324,2,14,2,9,1,0,0,0,39,38,1
4005,14,3,13416,4,9,0,2,0,1,0,0,39,38,1
4006,18,3,5926,4,12,2,11,1,1,0,0,49,38,1
4007,47,3,4031,1,8,1,8,1,0,0,0,49,38,0
4008,23,3,3363,1,8,0,5,0,1,0,0,39,38,1
4009,42,1,15436,4,11,1,9,1,0,0,0,49,38,0
4010,5,3,20617,4,9,2,0,3,0,0,0,39,38,0
4011,23,3,20676,4,9,2,11,1,0,0,0,43,38,0
4012,18,3,14892,3,3,0,5,0,1,0,0,39,25,0
4013,3,3,7443,4,9,2,0,3,0,0,0,14,38,0
4014,18,1,11659,1,8,2,10,3,1,0,0,39,38,0
4015,11,3,19858,4,9,0,3,0,1,0,0,47,38,0
4016,11,3,2221,1,8,1,6,3,1,0,0,39,38,0
4017,20,8,9645,4,9,0,9,0,1,0,0,19,38,0
4018,55,8,5498,0,15,0,9,0,1,0,75,5,38,1
4019,8,4,8777,4,11,2,11,1,1,0,0,59,38,0
4020,20,3,3232,1,8,1,0,4,0,0,0,39,38,0
4021,2,8,810,4,9,2,9,3,0,0,0,44,38,0
4022,14,3,8808,4,10,1,11,3,0,0,0,37,38,0
4023,24,3,11944,1,8,2,0,2,0,0,0,39,38,0
4024,14,3,20340,3,5,0,12,0,1,0,0,39,38,1
4025,27,3,14551,1,8,0,2,0,1,0,0,39,38,0
4026,3,3,758,4,9,2,3,1,1,0,0,46,38,0
4027,40,5,1412,4,9,0,4,0,1,0,0,49,38,0
4028,9,3,12210,1,8,1,7,1,0,0,0,11,38,0
4029,27,4,4165,1,8,0,3,0,1,77,0,59,11,0
4030,12,1,19111,1,8,2,10,1,1,0,0,39,38,0
4031,19,3,10908,1,8,0,9,0,1,0,50,39,38,1
4032,23,3,10970,4,10,0,2,0,1,0,0,39,38,1
4033,4,3,13762,4,11,2,7,1,1,0,0,34,22,0
4034,4,3,2052,4,9,2,2,1,1,0,0,68,38,0
4035,17,5,18869,2,14,1,9,4,1,0,0,47,38,1
4036,7,3,12674,4,12,2,3,3,0,0,0,14,38,0
4037,11,3,18629,3,5,1,7,1,0,0,0,39,38,0
4038,18,3,9297,1,8,1,13,3,1,0,0,49,38,0
4039,18,3,3142,1,8,1,2,1,1,0,0,39,38,0
4040,21,6,14427,4,12,2,3,1,0,0,0,39,38,0
4041,27,0,20677,1,8,1,0,4,0,0,0,39,38,0
4042,22,3,3785,4,12,0,5,5,0,0,0,39,30,1
4043,40,1,4696,1,8,1,7,1,0,0,0,39,38,0
4044,2,3,16008,4,9,2,11,3,0,0,0,39,38,0
4045,12,3,1888,4,10,0,6,0,1,0,0,47,38,0
4046,6,3,17941,1,8,2,6,2,1,0,0,39,38,0
4047,33,3,8839,1,8,1,7,4,0,0,0,39,38,0
4048,34,5,15681,4,9,0,2,0,1,0,0,19,38,0
4049,11,3,164,4,10,1,2,1,1,0,0,39,38,0
4050,27,3,3991,4,12,0,11,0,1,0,0,59,38,0
4051,12,5,14915,4,12,2,9,1,1,0,0,39,38,0
4052,14,3,14720,1,8,1,13,1,1,0,0,44,38,0
4053,10,3,14951,4,12,0,2,0,1,0,0,44,38,1
4054,17,3,15960,4,12,0,3,0,1,0,0,44,38,0
4055,33,4,8244,2,14,0,9,0,1,94,0,49,29,1
4056,10,3,783,4,9,0,5,0,1,0,0,39,38,1
4057,14,3,16609,4,10,2,0,4,0,0,0,39,38,0
4058,29,3,11651,4,11,0,2,0,1,0,0,39,38,1
4059,22,3,2126,4,9,2,0,3,0,0,0,39,38,0
4060,23,3,21355,4,12,0,11,0,1,0,0,54,38,1
4061,11,3,13713,3,6,1,11,3,1,0,0,39,38,0
4062,1,3,16783,1,8,2,11,3,0,0,0,39,38,0
4063,34,3,18464,1,8,1,0,1,0,0,0,39,38,0
4064,41,4,4223,1,8,1,11,1,1,0,0,49,38,0
4065,49,3,19427,1,8,0,11,0,1,0,0,39,38,0
4066,19,5,17850,1,8,0,7,5,0,0,0,19,34,0
4067,21,3,15758,3,6,1,5,1,0,0,0,59,38,0
4068,8,3,4790,4,11,2,3,3,1,0,0,39,38,0
4069,8,3,4251,1,8,2,7,4,0,0,0,21,38,0
4070,72,3,18665,3,6,2,5,3,1,0,0,39,38,0
4071,24,1,1616,4,9,1,0,4,0,0,0,39,38,0
4072,17,8,7495,1,8,2,9,4,0,0,0,39,38,0
4073,16,3,6451,4,12,1,9,4,0,4,0,39,10,0
4074,16,3,16366,1,8,2,0,1,0,0,0,39,38,0
4075,18,3,7968,4,12,0,3,0,1,0,46,44,38,1
4076,22,5,13796,1,8,2,2,3,0,0,0,19,38,0
4077,42,3,8549,1,8,0,11,0,1,0,0,59,38,0
4078,2,3,20422,4,9,2,12,3,1,0,33,15,38,0
4079,22,3,11281,1,8,0,11,0,1,66,0,37,38,0
4080,2,8,13551,4,9,2,9,3,1,0,0,39,38,0
4081,10,3,9387,1,8,2,5,3,0,0,0,39,38,0
4082,35,3,13023,3,3,0,2,0,1,0,0,39,38,0
4083,42,5,2793,1,8,1,7,3,0,0,0,23,38,0
4084,11,3,20721,4,9,1,2,4,0,0,0,39,38,0
4085,20,3,15849,1,8,1,7,2,0,0,0,49,28,0
4086,33,8,9936,3,5,0,9,0,1,0,0,93,38,0
4087,19,3,19635,4,12,0,3,0,1,0,0,49,38,1
4088,17,3,7457,4,12,0,9,0,1,0,0,59,38,1
4089,6,3,21091,4,9,2,0,3,1,0,0,39,38,0
4090,2,8,9999,3,6,2,9,3,0,0,0,29,38,0
4091,16,3,17858,1,8,1,2,1,1,0,69,79,38,0
4092,10,1,6645,2,13,2,9,3,1,0,0,51,38,0
4093,14,1,11682,2,13,0,9,0,1,0,0,39,38,0
4094,4,3,16679,3,5,0,6,0,1,0,0,35,38,0
4095,14,3,1310,1,8,0,3,0,1,0,0,53,38,0
4096,42,3,2279,1,8,0,5,0,1,0,0,39,38,1
4097,23,1,15915,2,13,0,9,0,1,0,47,47,38,1
4098,2,3,20952,3,6,2,5,3,1,0,0,39,38,0
4099,30,3,12154,1,8,0,13,0,1,0,0,49,38,0
4100,17,3,3464,4,12,2,2,4,1,0,0,39,38,0
4101,40,3,11448,1,8,0,7,0,1,0,0,75,38,0
4102,34,1,7459,3,4,0,13,0,1,0,0,39,38,0
4103,4,3,10211,4,9,2,5,1,1,0,0,19,38,0
4104,13,4,2294,4,9,0,11,0,1,0,0,49,38,0
4105,29,3,3546,4,9,1,5,1,1,0,0,44,38,0
4106,23,3,15557,4,12,2,11,1,0,0,0,44,38,0
4107,35,3,20814,3,0,0,7,1,1,0,0,39,7,0
4108,6,3,17718,4,12,2,11,1,1,0,0,49,35,0
4109,72,8,16484,4,12,1,9,2,0,5,0,9,38,0
4110,8,3,11201,1,8,2,0,1,0,0,0,49,38,0
4111,26,3,11504,4,9,1,13,1,1,0,0,44,38,0
4112,21,6,476,4,9,1,10,4,0,0,0,39,38,1
4113,5,3,12465,4,10,2,7,1,0,0,0,29,38,0
4114,16,1,8672,4,12,2,0,1,0,6,0,39,38,0
4115,17,3,17322,4,9,0,9,0,1,79,0,39,38,1
4116,48,3,19966,4,10,0,13,0,1,0,0,19,38,0
4117,33,3,7372,1,8,2,12,3,1,0,0,14,38,0
4118,12,3,11700,4,12,2,11,1,1,90,0,47,38,0
4119,8,3,10316,1,8,0,13,0,1,0,0,39,38,0
4120,37,3,18473,4,9,1,0,1,0,0,0,39,38,0
4121,32,3,3156,1,8,0,0,0,1,0,0,39,38,1
4122,27,3,15807,4,9,0,6,0,1,0,0,39,38,0
4123,7,3,8066,3,4,1,7,3,0,0,0,39,38,0
4124,8,3,21358,4,12,2,11,1,1,0,0,37,38,0
